SEMESTER,AINE_VK,AINE_INST,AINEKOOD,AINE,vaartus_0,vaartus_1,vaartus_2,vaartus_3,vaartus_4,toomaht_0,toomaht_1,toomaht_2,toomaht_3,hinne_A,hinne_B,hinne_C,hinne_D,hinne_E,hinne_F,arvestatud,mittearvestatud,mitteilmunud
K,MV,MVSF,KKSB.05.030,Skeleti-lihassüsteemi füsioteraapia,,,,1,13,,,14,,,,,,,,14,,
K,MV,MVSF,KKSB.05.036,Tööfüsioteraapia ja ergonoomika,,,,1,7,,,8,,,,,,,,8,,
K,MV,MVSF,KKSB.05.038,Laste füsioteraapia II,,,,,15,,,15,,,,,,,,15,,
K,MV,MVSF,KKSB.05.040,Geriaatriline füsioteraapia,,,2,5,4,1,4,6,,,,,,,,10,,
K,MV,MVSF,KKSB.05.050,Spordifüsioteraapia,,,3,6,2,,,8,3,,,,,,,11,,
K,MV,MVSF,KKSB.05.057,Manuaalteraapia,,1,3,1,3,,6,2,,,,,,,,8,,
K,MV,MVSF,KKSB.05.062,Sisehaiguste füsioteraapia,,1,1,4,7,,3,9,1,,,,,,,13,,
K,MV,MVSF,KKSB.05.085,Rehabilitatsioon spordis,,,,5,30,,1,34,,,,,,,,35,,
K,MV,MVSF,KKSB.05.089,Uurimistöö füsioteraapia erialal,,,,4,8,,,10,2,,,,,,,12,,
K,MV,MVSF,KKSB.05.090,Lõpueksam,,,,6,14,,7,12,1,6,10,4,,,,,,
K,MV,MVSF,KKSB.05.091,Abivahendid,,,,2,10,,,11,1,,,,,,,12,,
K,MV,MVSF,KKSP.00.022,Lõpueksam kehalise kasvatuse ja spordi erialal,,,,3,6,,2,7,,2,2,2,3,,,,,
K,MV,MVSF,KKSP.02.015,Kehalise kasvatuse didaktika I,,,,4,12,,1,15,,,,,,,,14,2,
K,MV,MVSF,KKSP.02.024,Erivajadustega inimeste kehaline arendamine,,,1,1,4,,,6,,6,,,,,,,,
K,MV,MVSF,KKSP.02.025,Suhtlemine liigutustegevuse õpetamisel ja juhendamisel,,,,2,13,,,15,,13,1,,,,,,,1
K,MV,MVSF,KKSP.02.030,Tervisekasvatus I,,2,1,5,10,,,17,1,,,,,,,18,,
K,MV,MVSF,KKSP.02.036,Kehalise kasvatuse teooria,,,,3,8,,,11,,8,2,,,,,,,1
K,MV,MVSF,KKSP.02.037,Kehalise kasvatuse metoodika,,,,6,3,,,8,1,,,,,,,8,,1
K,MV,MVSF,KKSP.03.002,Spordi ajalugu,1,,4,5,11,,4,15,2,8,1,4,3,5,,,,
K,MV,MVSF,KKSP.03.024,Sport ja ühiskond,,2,,5,13,,,19,1,4,7,8,,,,,,
K,MV,MVSF,KKSP.03.025,Liigutusõpetus,,,1,2,14,,,17,,3,6,7,1,,,,,
K,MV,MVSF,KKSP.03.037,Spordijuhtimise praktika,,,,1,7,,,8,,7,,,,,,,,
K,MV,MVSF,KKSP.03.053,Psühholoogiliste oskuste treening spordis,,,1,9,18,,5,23,,,,,,,,27,,1
K,MV,MVSF,KKSP.04.038,Kergejõustiku algõpetus II,,,,5,17,,1,21,,3,2,9,2,2,3,,,1
K,MV,MVSF,KKSP.04.051,Lihastasakaal ja kehahoid,,,1,3,19,,,21,2,,,,,,,23,,
K,MV,MVSF,KKSP.04.058,Sportliku treeningu praktikum,,,1,5,15,,4,16,1,9,7,2,1,,2,,,
K,MV,MVSF,KKSP.04.065,Sportmängude algõpetus,,,,6,20,,2,24,,,1,8,8,7,1,,,1
K,MV,MVSF,KKSP.04.081,Tervise ja töövõime hindamine,,,,5,17,,1,21,,1,7,7,6,1,,,,
K,MV,MVSF,KKSP.05.039,Spordiõpetus. Sportmängud. Jalgpall. Korvpall,,,,2,11,,,11,2,,,,,,,13,,
K,MV,MVSF,KKSP.05.046,Jõutõstmise ja kulturismi kursus,,1,,1,9,,,9,2,,,,,,,11,,
K,MV,MVSF,KKSP.05.261,Veespordi algõpetus,,,1,3,26,,,29,1,,,,,,,30,,
K,MV,MVSF,KKSP.05.264,Puhke- ja treeningulaagrite korraldus,,,,4,8,1,,9,2,,,,,,,12,,
K,MV,MVSF,KKSP.05.269,Võimlemise algõpetus I,,1,3,2,25,2,3,24,2,,,,,,,26,,
K,MV,MVSF,MVSF.00.007,Praktiline orienteerumine,1,,,,9,1,,8,1,,,,,,,8,2,
K,MV,MVSF,MVSF.00.009,Teaduslik ja praktiline valukäsitlus,,,,,11,,,11,,,,,,,,11,,
K,MV,MVST,ARST.01.005,Laste kirurgiline stomatoloogia,,,,2,9,,,11,,4,6,1,,,,,,
K,MV,MVST,ARST.01.063,Ortodontia,,,,2,12,,,14,,,,,,,,14,,
K,MV,MVST,ARST.01.069,Suu- ja näolõualuukirurgia I,,,,3,3,,,4,2,,,,,,,6,,
K,MV,MVST,ARST.01.070,Suu- ja näolõualuukirurgia II,,,,,9,,,9,,,,,,,,9,,
K,MV,MVST,ARST.01.071,Suu- ja näolõualuukirurgia III,,,,3,13,,1,13,2,,,,,,,16,,
K,MV,MVST,ARST.01.073,Ortopeediline stomatoloogia II,,,,2,8,,,8,2,,,,,,,10,,
K,MV,MVST,ARST.01.074,Ortopeediline stomatoloogia III,,,,4,7,,2,8,1,,,,,,,11,,
K,MV,MVST,ARST.01.077,Suu- ja hambahaigused III,,,,3,9,,,12,,,,,,,,12,,
K,MV,MVST,ARST.01.086,Alalõualiigese haigused,,,,,5,,,4,1,,,,,,,5,,
K,MV,MVST,ARST.01.094,Ortopeedilise stomatoloogia propedeutika,,,,1,13,,1,13,,,,,,,,14,,
K,MV,MVST,ARST.01.096,Suu- ja hambahaigused II,,,,,8,,,8,,,,,,,,8,,
K,MV,MVST,ARST.01.101,Lastestomatoloogia,,,1,5,8,1,1,12,,,,,,,,14,,
K,MV,MVST,ARST.01.103,Mälumisfüsioloogia I,,,1,,12,1,,12,,,,,,,,13,,
K,MV,MVST,ARST.01.105,Sissejuhatus kliinilisse hambaravisse,,,,,8,,,7,1,,,,,,,8,,
K,MV,MVST,ARST.01.108,Professionaalne areng I,,,1,6,3,,,9,1,,,,,,,10,,
K,MV,MVST,ARST.01.110,Teadusprojekt,,,1,3,5,,3,6,,,,,,,,9,,
K,MV,MVST,ARST.01.111,Suu- ja hambahaigused I,,,,2,5,,,7,,,,,,,,7,,
K,MV,MVST,ARST.01.112,Ortopeediline stomatoloogia I,,,4,1,6,,1,6,4,,,,,,,11,,
K,MV,MVST,ARST.01.120,Lastestomatoloogia I,,,,3,2,,,3,2,,,,,,,5,,
K,MV,MVST,ARST.01.129,Suu- ja hambahaiguste propedeutika I,,1,,,12,,,13,,,,,,,,12,,
K,MV,MVST,MVST.00.004,Suuõõne anatoomia ja füsioloogia,,,,1,13,,,13,1,,,,,,,14,,
K,SV,SVHI,HTEP.01.035,Erivajadustega laste psühholoogia alused,,,1,3,55,,1,54,4,33,25,1,,,,,,
K,SV,SVHI,HTEP.01.047,Matemaatika õpe erivajadustega lastele I,,1,2,7,26,1,2,33,,23,9,3,1,,,,,
K,SV,SVHI,HTEP.01.051,Erivajaduste identifitseerimine,,,,5,33,,1,35,2,23,14,1,,,,,,
K,SV,SVHI,HTEP.01.217,Praktiline eesti viipekeel (A1 keeletase),,,,4,14,,,18,,,,,,,,18,,
K,SV,SVHI,HTEP.01.218,Surdopedagoogika alused,1,,1,10,26,1,4,33,,10,12,10,3,2,,,,1
K,SV,SVHI,HTEP.01.219,Autismipedagoogika,,,1,8,27,,,36,,,,,,,,36,,
K,SV,SVHI,HTEP.01.221,Tüflopedagoogika,1,,2,1,5,1,,6,2,,,,,,,8,,1
K,SV,SVHI,HTEP.02.025,Kõnetegevuse psühholoogia,,,3,4,48,,19,36,,7,12,15,17,4,,,,
K,SV,SVHI,HTEP.02.050,Logopeedia alused,,,,2,28,,,30,,,,,,,,30,,
K,SV,SVHI,HTEP.02.082,Koolieelne kõnearendus,,,,6,17,1,10,12,,,,,,,,22,1,
K,SV,SVHI,HTEP.02.094,Kõne uurimise seminar,1,,1,4,7,1,4,8,,,,,,,,8,4,1
K,SV,SVHI,HTEP.02.107,Uurimistöö metodoloogia,2,,1,6,11,2,2,15,1,,,,,,,18,2,
K,SV,SVHI,HTEP.02.119,Lapse kõne-eelne areng ja kommunikatsioon,,,1,3,12,1,,15,,,,,,,,16,,
K,SV,SVHI,HTHT.01.005,Säästvat arengut toetav haridus,,,1,8,3,,9,3,,,,,,,,11,,1
K,SV,SVHI,HTHT.01.011,Kutseõppe didaktika I,,,1,1,4,,,6,,,,,,,,6,,
K,SV,SVHI,HTHT.01.013,Arengupsühholoogia rakendused kutseõppes,,1,5,3,6,,8,7,,,,,,,,14,,
K,SV,SVHI,HTHT.01.016,Kvantitatiivse andmetöötluse praktikum,3,,2,3,12,2,1,15,2,,,,,,,17,3,
K,SV,SVHI,HTHT.02.001,Erialane inglise keel (B1 keeletase),,,,3,4,,,7,,5,,,2,,,,,
K,SV,SVHI,HTHT.02.002,Erialane inglise keel õpetajatele (B2 keeletase),,,,2,3,,,5,,1,2,,2,,,,,
K,SV,SVHI,HTHT.02.011,Kunstiajalugu ja kunstiteose analüüs,,,1,1,11,,1,11,1,10,2,,1,,,,,
K,SV,SVHI,HTHT.02.012,Eritehnikad kunstiõpetuses,,,,1,12,,,13,,9,3,,1,,,,,
K,SV,SVHI,HTHT.02.013,"Värvi-, kompositsiooni- ja perspektiiviõpetus",,,,,14,,,14,,13,1,,,,,,,
K,SV,SVHI,HTHT.02.042,Keeleliste osaoskuste õpetamine koolieelses eas,,,,1,25,,,26,,20,4,,,,2,,,
K,SV,SVHI,HTHT.02.048,Matemaatika didaktika I,,,1,1,16,,,17,1,8,8,1,1,,,,,
K,SV,SVHI,HTOS.02.198,Rütmika ja muusikaline liikumine I,,,,,15,,,15,,8,7,,,,,,,
K,SV,SVHI,HTOS.02.204,Eesti keele algõpetuse didaktika I,,,,,13,,1,12,,8,1,1,2,1,,,,
K,SV,SVHI,HTOS.02.205,Loodusõpetuse didaktika I,,,,2,21,,3,20,,15,7,1,,,,,,
K,SV,SVHI,HTOS.02.225,Lapitööd,,,,2,8,,1,8,1,,,,,,,9,1,
K,SV,SVHI,HTOS.02.233,Kaasaegne eesti keel II,,,,,8,,1,7,,2,3,2,1,,,,,
K,SV,SVHI,HTOS.02.234,Kaasaegne eesti keel III,,1,,,8,,2,7,,1,1,2,3,1,1,,,
K,SV,SVHI,HTOS.02.236,Elu mitmekesisus II,,,,4,26,,3,27,,8,14,6,1,,1,,,
K,SV,SVHI,HTOS.02.242,Tööõpetus esimeses kooliastmes,,1,,2,5,1,,6,1,4,3,,,,,,,1
K,SV,SVHI,HTOS.02.244,Maailma lastekirjanduse autoreid,,,,3,8,,2,9,,7,3,,,1,,,,
K,SV,SVHI,HTOS.02.245,Algebra ja funktsioonid,,,,1,4,,,5,,3,2,,,,,,,
K,SV,SVHI,HTOS.02.258,Inglise keele didaktika esimeses ja teises kooliastmes I,,,,,11,,,11,,,,,,,,11,,
K,SV,SVHI,HTOS.02.260,Inglise keele didaktika esimeses ja teises kooliastmes II,,,,,7,,,7,,6,,,,,1,,,
K,SV,SVHI,HTOS.02.292,Alternatiivpedagoogika,,,1,1,10,,,11,1,,,,,,,12,,
K,SV,SVHI,HTOS.02.394,Seminaritöö,,,,8,23,,10,19,2,,,,,,,29,,
K,SV,SVHI,HTOS.02.455,Uurimistöö läbiviimine ja kirjutamine,,2,,5,17,1,,23,,,,,,,,24,,
K,SV,SVHI,HTOS.02.459,Õppimine ja õpetamine väljaspool klassiruumi,,,,2,8,,1,9,,,,,,,,9,1,
K,SV,SVHI,HTOS.02.460,Hariduslike erivajadustega laste abistamine,,,,6,30,,2,32,2,30,2,1,1,,1,,,1
K,SV,SVHI,HTOS.02.471,Loodusõpetuse didaktika II,,,1,4,15,,1,19,,,,,,,,20,,
K,SV,SVHI,HTOS.02.486,Akadeemilise teksti loomine,,1,,5,25,,5,24,2,,,,,,,30,1,
K,SV,SVHI,HTOS.02.491,Aritmeetika II,,,,2,7,,,8,1,3,3,1,2,,,,,
K,SV,SVHI,HTOS.02.500,Ühiskonnaõpetuse alused ja didaktika,,,,4,14,,,18,,12,4,2,,,,,,
K,SV,SVHI,HTOS.02.503,Kaasaegne eesti keel,,,,3,19,,2,20,,4,11,5,1,1,,,,
K,SV,SVHI,HTPK.00.009,Magistriõppe seminar,,,,,12,,,12,,,,,,,,11,,1
K,SV,SVHI,HTPK.01.121,Õppekirjanduse koostamine,1,,,8,8,1,1,15,,5,2,3,3,2,,,,2
K,SV,SVHI,HTPK.01.122,Andragoogika,,,,4,13,,,17,,,,,,,,17,,
K,SV,SVHI,HTPK.01.135,Võrdlev hariduskorraldus,1,,1,4,5,1,1,9,,,,,,,,10,1,
K,SV,SVHI,HTPK.01.214,Haridusõigus ja tööõigus õppeasutuses,,,,4,3,,1,6,,,,,,,,7,,
K,SV,SVHI,HTPK.01.226,Konfliktidega toimetulek koolis,,,,,14,,,14,,13,1,,,,,,,
K,SV,SVHI,HTPK.02.105,Õpilaste antisotsiaalne käitumine ja sekkumine koolis,,,2,2,14,,,18,,10,4,4,,,,,,
K,SV,SVHI,HTPK.02.113,Elukestva õppe põhimõtted ja korraldus,1,,2,8,11,1,,18,3,,,,,,,21,,1
K,SV,SVHI,HTPK.02.115,Perekonnaõpetus,,1,1,2,9,,1,12,,8,4,1,,,,,,
K,SV,SVHI,HTPK.02.122,Karjääriplaneerimine,1,5,7,13,7,1,7,24,1,,,,,,,31,,
K,SV,SVHI,SHHI.01.001,Kutseohutus ja ergonoomika,,,6,8,6,,6,14,,,,,,,,19,1,
K,SV,SVHI,SHHI.01.005,Õpilaste enesekohaste oskuste arendamine inimeseõpetuses,,,1,1,12,,,14,,10,2,2,,,,,,
K,SV,SVHI,SHHI.01.030,Suhtlemine ja tagasiside haridusorganisatsioonis,1,4,5,34,144,1,21,163,3,95,55,17,12,4,,,,4
K,SV,SVHI,SHHI.01.033,Doktoriseminarid,1,,1,,6,1,,7,,,,,,,,7,,1
K,SV,SVHI,SHHI.01.043,Juhendajaseminar,,,,1,5,1,,5,,,,,,,,6,,
K,SV,SVHI,SHHI.01.052,Mitmekesisus hariduses,,,,2,13,,2,13,,,,,,,,15,,
K,SV,SVHI,SHHI.01.055,"Lõiming põhikoolis, üldpädevused ja läbivad teemad",,,,7,13,,,19,1,,,,,,,19,,
K,SV,SVHI,SHHI.01.066,Andmeanalüüs kvalitatiivses uurimuses: sisuanalüüs,,,1,4,19,,1,23,,,,,,,,22,2,
K,SV,SVHI,SHHI.01.067,Uurimistöö seminar,,,,,8,,,8,,,,,,,,7,,1
K,SV,SVHI,SHHI.01.068,Pedagoogiline praktikum I,2,2,,11,35,1,2,47,,,,,,,,47,,
K,SV,SVHI,SHHI.01.077,Kiirlugemine,,,,2,8,,,10,,,,,,,,9,,1
K,SV,SVHI,SHHI.02.001,Õpetaja kõnehääle arendamine ja häälehoid,,,,2,24,,,24,2,,,,,,,26,,
K,SV,SVHI,SHHI.02.007,Briti maiskonnalugu põhikoolis,,,,,10,,3,7,,5,2,1,1,,,,,1
K,SV,SVHI,SHHI.02.009,Käsitöö ja kodunduse didaktika,,,,2,7,,,9,,5,2,,1,1,,,,
K,SV,SVHI,SHHI.02.024,Lapse areng sotsiaalses keskkonnas,,,,2,18,,,19,1,,,,,,,20,,
K,SV,SVHI,SHHI.02.026,Valdkonna Mina ja Keskkond õpetamine koolieelses eas,1,1,,,18,1,2,17,,,,,,,,19,1,
K,SV,SVHI,SHHI.02.027,Kunstitegevuste õpetamine koolieelses eas,,,1,1,21,,3,19,1,17,2,2,2,,,,,
K,SV,SVHI,SHHI.02.028,Muusikalised tegevused koolieelses eas,,,1,3,14,,,16,2,17,1,,,,,,,
K,SV,SVHI,SHHI.02.030,Tervis ja heaolu koolis,,,1,5,9,,,15,,9,5,,1,,,,,
K,SV,SVHI,SHHI.02.031,Koolieelne didaktika,,,,1,8,,,9,,5,4,,,,,,,
K,SV,SVHI,SHHI.02.034,Algõpetuse didaktika,,,5,12,27,,5,37,2,,,,,,,44,,
K,SV,SVHI,SHHI.02.043,Muukeelne laps lasteaias,,,,,9,,,8,1,,,,,,,9,,
K,SV,SVHI,SHHI.02.057,Juhendaja seminar II,,,,2,11,,,13,,,,,,,,11,2,
K,SV,SVHI,SHHI.03.003,Bakalaureuseeksam eripedagoogikas,2,,,3,14,,11,8,,,7,4,6,1,1,,,
K,SV,SVHI,SHHI.03.006,Eripedagoogika alused,,1,3,11,31,,1,45,,,,,,,,45,1,
K,SV,SVHI,SHHI.03.018,"Kõnemotoorika puuded (düsartriad, apraksia)",,,,2,21,,1,22,,6,7,6,4,,,,,
K,SV,SVHI,SHHI.03.019,Arengulised keelepuuded,1,,1,2,8,1,7,4,,2,3,1,2,2,,,,2
K,SV,SVHI,SHHI.03.020,Kõne sujuvuse puuded,,,,5,17,,,22,,8,10,4,,,,,,
K,SV,SVHI,SHHI.03.033,Kutseõpe erivajadustega noortele,1,,1,6,21,1,,28,,12,6,7,3,,,,,1
K,SV,SVHI,SHHI.03.046,Koostöö erivajadustega lapse võrgustikus,,,2,8,22,,6,26,,2,12,10,7,1,,,,
K,SV,SVHI,SHHI.03.047,Laste ja noorukite emotsionaalne ja sotsiaalne areng,,,2,4,23,,1,28,,4,11,5,7,1,,,,1
K,SV,SVHI,SHHI.03.070,Kõnearenduse praktikum,1,,,1,5,1,3,3,,,,,,,,6,,1
K,SV,SVHI,SVHI.00.002,Erialane inglise keel koolieelse lasteasutuse õpetajale (B1),,,1,4,14,,5,14,,3,7,6,3,,,,,
K,SV,SVHI,SVHI.00.003,Erialane inglise keel koolieelse lasteasutuse õpetajale (B2),,,,,18,,,18,,11,6,,1,,,,,
K,SV,SVHI,SVHI.01.003,Suulise väljendusoskuse arendamine,,,1,,4,,2,3,,,,,,,,5,,
K,SV,SVHI,SVHI.01.005,Uurimuslik õpe,,,1,8,7,,1,14,1,11,4,,,,,,,1
K,SV,SVHI,SVHI.01.011,Lastega filosofeerimine,,,,1,27,,,27,1,,,,,,,27,1,
K,SV,SVHI,SVHI.01.012,Kvantitatiivsed uurimismeetodid haridusteaduses,1,,,2,8,1,1,9,,7,,1,,,,,,2
K,SV,SVHI,SVHI.01.013,"Õpetaja vaimne, füüsiline ja emotsionaalne tervis ja tasakaal",,,1,1,9,,1,9,1,,,,,,,11,,
K,SV,SVHI,SVHI.01.016,Pärimusliku ainese lõimimine koolieelses lasteasutuses,,,,2,23,,1,24,,,,,,,,24,,1
K,SV,SVHI,SVHI.01.027,Juhendamine ja nõustamine,,,,1,10,,1,10,,4,6,,,,,,,1
K,SV,SVHI,SVHI.01.029,Täiskasvanute õppimine ja õpetamine,,2,2,3,3,,2,8,,,,,,,,9,,1
K,SV,SVHI,SVHI.01.032,Sissejuhatus õppimise ja õpetamise uurimisse,,1,5,5,5,,,16,,,,,,,,16,,
K,SV,SVHI,SVHI.01.034,Isiklik professionaalne areng,,,,6,37,,,39,4,,,,,,,43,,
K,SV,SVHI,SVHI.01.036,Sissejuhatus hariduslikku eestvedamisse,,,,2,21,,,23,,,,,,,,22,,
K,SV,SVHI,SVHI.01.038,Õppimise nüüdisaegsed käsitused,,,,1,6,,,7,,6,,,,,,,,
K,SV,SVHI,SVHI.01.040,Haridusasutuse strateegiline juhtimine,,,2,7,4,,7,6,,,,,,,,13,,
K,SV,SVHI,SVHI.01.041,Õppiva organisatsiooni kultuuri loomine ja juhtimine kogukonna kontekstis,,,1,5,7,,8,4,1,,,,,,,13,,
K,SV,SVHI,SVHI.01.042,Haridusasutuse korraldus ja administreerimine ümbritseva keskkonna ja kogukonna kontekstis,,,1,2,10,,,11,2,,,,,,,13,,
K,SV,SVHI,SVHI.01.048,Õppekava koostamise ja rakendamise alused,1,,,,10,,,11,,7,2,,,,,,,
K,SV,SVHI,SVHI.01.051,Ettevõtluspedagoogika,1,,,2,3,1,1,3,1,,,,,,,5,,1
K,SV,SVHI,SVHI.01.054,Magistriõppe seminar,,,,4,28,,,32,,,,,,,,32,,
K,SV,SVHI,SVHI.01.058,Digitaalne kirjaoskus,1,2,4,18,53,,1,68,9,50,19,7,1,,,,,
K,SV,SVHI,SVHI.01.060,Disainmõtlemine meeskonnajuhtidele,,,,1,11,,,12,,,,,,,,12,,
K,SV,SVHI,SVHI.01.070,"Õppimine, õpetamine ja juhendamine",,,,,15,,2,13,,,,,,,,15,,
K,SV,SVHI,SVHI.01.075,Bakalaureusetöö seminar,,,,1,23,1,2,21,,,,,,,,24,,
K,SV,SVHI,SVHI.01.076,Magistritöö seminar,,,,,12,,,12,,,,,,,,11,,1
K,SV,SVHI,SVHI.01.081,Õppekeskkond ja õppevara,1,1,9,32,86,2,1,113,13,93,29,3,,,1,,,1
K,SV,SVHI,SVHI.01.082,Kaasav haridus,2,,9,28,63,3,11,86,2,,,,,,,97,,4
K,SV,SVHI,SVHI.01.087,Algaja õpetaja professionaalne areng,,,,2,4,,,5,1,,,,,,,6,,
K,SV,SVHI,SVHI.02.003,Eesti kultuuri- ja koolilugu,,,,,13,,,12,1,,,,,,,13,,
K,SV,SVHI,SVHI.02.005,Erialane inglise keel eripedagoogidele (B1 keeletase),,,,2,4,,,6,,2,2,1,,,,,,1
K,SV,SVHI,SVHI.02.006,Erialane inglise keel eripedagoogidele (B2 keeletase),,,,,5,,,5,,5,,,,,,,,
K,SV,SVHI,SVHI.02.008,Laps eesti kultuuriloos,,,,8,19,,4,23,,20,5,2,,,,,,
K,SV,SVHI,SVHI.03.026,Eripedagoogi töö rehabilitatsioonisüsteemis,1,,,3,13,1,,16,,10,6,,,,,,,1
K,SV,SVHI,SVHI.03.027,Intellektipuudepedagoogika,,,,2,17,,,18,1,8,7,4,,,,,,
K,SV,SVHI,SVHI.03.033,Erivajadustega laste kaasamine lasteaias,,,,,18,,3,15,,4,7,3,1,3,,,,
K,SV,SVHI,SVHI.06.028,Kõrgema taseme õppeülesannete kavandamine,,2,1,2,1,1,4,1,,,,3,3,,,,,
K,SV,SVHI,SVHI.06.031,Haridustehnoloogiline uurimistöö,,,,,9,,1,8,,8,1,,,,,,,
K,SV,SVHI,SVHI.08.003,Eneseregulatsioon,1,,,1,8,,2,8,,9,,,,,,,,1
K,SV,SVJS,P2EC.00.072,Uurimismeetodid sotsiaalteadustes,,,1,,6,,,7,,1,4,1,,,,,,1
K,SV,SVJS,P2EC.00.149,Euroopa Liidu ametlik dokumentatsioon ja andmebaasid,,,1,12,13,,6,20,,,,,,,,24,,2
K,SV,SVJS,P2EC.00.210,Migratsioon ja inimressursside väljakutsed,,,,1,6,,,7,,4,2,,,,,,,1
K,SV,SVJS,P2EC.00.220,EL juhtimine ja poliitika kujundamine,,,,2,6,,,8,,2,5,,,,,,,1
K,SV,SVJS,P2EC.00.223,Regionaalsed majandusintegratsioonid,1,,,4,5,1,,8,1,4,5,1,,,,,,
K,SV,SVJS,P2EC.00.229,EL maailmas,,,,,8,,2,6,,3,4,,,,,,,1
K,SV,SVJS,P2EC.00.230,Arenguseminar,,1,,1,9,,,11,,,,,,,,10,,
K,SV,SVJS,P2EC.00.234,EL ajalugu ja integratsiooni protsessid,,,,2,7,,,8,1,3,4,,,1,,,,1
K,SV,SVJS,P2EC.00.235,EL ja Venemaa maailmas,,,,,11,,,11,,5,1,4,1,,,,,
K,SV,SVJS,SHRG.00.005,ELi liikmesriigid ja parteisüsteemid,,,,,5,,,5,,2,3,,,,,,,
K,SV,SVJS,SHRG.00.016,Kvalitatiivne analüüs,2,,,10,15,2,1,23,1,9,10,4,1,1,,,,2
K,SV,SVJS,SHRG.00.023,Avaliku ja kolmanda sektori turundus,,,4,5,5,,3,10,1,2,4,4,2,,2,,,
K,SV,SVJS,SHRG.00.035,Poliitikateooria probleemid ja vaidlused,3,,,9,15,2,7,18,,9,6,7,1,,1,,,3
K,SV,SVJS,SHRG.00.036,Poliitiline süsteem,1,,,8,15,1,1,21,1,8,6,4,2,1,2,,,1
K,SV,SVJS,SHRG.00.037,Rahvusvaheline kord,,,1,9,13,,2,21,,5,8,4,,2,1,,,3
K,SV,SVJS,SHRG.02.002,Religioon ja poliitika,1,,,,14,1,,14,,11,3,,,,,,,1
K,SV,SVJS,SHRG.02.005,Ajaloo- ja mälu poliitika,,1,,3,11,,7,8,,7,3,4,,,1,,,
K,SV,SVJS,SHRG.02.022,Valimised ja poliitiline käitumine,,,1,1,9,1,1,7,2,3,3,2,,1,1,,,1
K,SV,SVJS,SHRG.02.025,"E-valitsemise mõju mõõtmine: majanduslikud, poliitilised ja sotsiaalsed mõjud",,,,17,16,,4,28,1,20,6,6,,,1,,,
K,SV,SVJS,SHRG.03.013,USA välispoliitika,,,,2,12,,,14,,6,6,1,,1,,,,
K,SV,SVJS,SHRG.03.024,Kvantitatiivsed meetodid,,,,3,10,,3,10,,5,4,1,1,1,1,,,
K,SV,SVJS,SHRG.03.030,Endise NLiidu ruumi poliitilised süsteemid,1,,,3,16,1,3,16,,15,4,,,,1,,,
K,SV,SVJS,SORG.00.030,Parteid ja parteisüsteemid,1,1,1,7,14,,2,20,2,7,7,3,2,,5,,,
K,SV,SVJS,SORG.00.031,Poliitilised ideoloogiad,,,,7,24,,1,28,2,21,3,3,1,,3,,,
K,SV,SVJS,SORG.00.032,Režiimi siirded,1,3,3,12,6,1,10,14,,1,8,5,1,5,4,,,1
K,SV,SVJS,SORG.00.034,Poliitiline geograafia,1,,1,11,34,1,2,42,2,11,19,8,3,,5,,,1
K,SV,SVJS,SORG.01.040,Projektijuhtimine,,,2,8,16,1,12,12,1,3,13,5,5,,,,,
K,SV,SVJS,SORG.03.018,Demokraatia ja demokraatia institutsioonid,,,,6,1,,1,6,,2,2,2,1,,,,,
K,SV,SVJS,SORG.04.010,Julgeolekupoliitika,2,,,1,19,2,5,15,,6,6,7,1,,1,,,1
K,SV,SVJS,SORG.04.015,Läänemere regioon rahvusvahelistes suhetes,,,,3,4,,1,6,,3,3,1,,,,,,
K,SV,SVJS,SORG.04.019,Euroopa integratsiooni teooriad,,,,3,5,,4,4,,2,2,1,3,,,,,
K,SV,SVJS,SORG.04.026,Konstruktivistlik teooria ja meetod,1,1,2,1,21,2,2,22,,18,5,2,,,,,,1
K,SV,SVJS,SORG.04.033,Euroopa Liidu - Vene suhted,,,,,11,,,11,,6,5,,,,,,,
K,SV,SVJS,SVJS.00.003,Julgeoleku väljakutsed Aasia Vaikse ookeani regioonis,,,2,3,8,,2,11,,4,3,3,,2,,,,1
K,SV,SVJS,SVJS.00.008,Käitumuslik poliitikakujundamine,,1,,,7,1,,7,,3,3,1,1,,,,,
K,SV,SVJS,SVJS.00.009,Kvalitatiivsed ja interpretatiivsed uurimismeetodid,1,2,1,12,19,1,17,16,1,11,7,8,5,1,3,,,
K,SV,SVJS,SVJS.00.018,Euroopa Liidu ja Hiina vastastikused strateegiad,,,,3,5,,5,3,,3,3,2,,,,,,
K,SV,SVJS,SVJS.00.021,Parempoolsed liikumised ja populism Euroopas,,1,,,6,,,6,1,6,,,1,,,,,
K,SV,SVJS,SVSV.00.001,Praktiline ökoinnovatsioon,,2,,1,4,,1,6,,,,,,,,7,,
K,SV,SVMJ,MJ00.00.012,Uurimus (Majandusteadus),1,,,2,3,,1,5,,,,,,,,3,3,
K,SV,SVMJ,MJ00.00.024,Bakalaureuseseminar,,,,2,7,,,8,1,,,,,,,7,,
K,SV,SVMJ,MJ00.00.027,Intellektuaalomandi alused,1,,,4,11,1,,14,1,,,,,,,16,,
K,SV,SVMJ,MJ00.00.036,Majandusprobleemide kaasusanalüüs,1,1,5,19,9,1,18,16,,3,20,9,2,1,,,,
K,SV,SVMJ,MJ00.00.051,Magistriseminar,1,1,1,14,27,,,42,2,,,,,,,37,2,5
